locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
Friends Colony,Mumbai,east,none,Asalpha,yes,Bandra Kurla Complex,2.08,blue,2.51,no,no,TRUE,Asalpha,2.51,0-3km,12,Lokmanya Tilak Terminus,1.33,2.5,17,31,13,19.0772176,72.882388,16.16,L Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Friends Colony,place/locality,Friends Colony,2022,4/13/2022
"Galassia, Kandarpada",Mumbai,north,operational,Kandarpada,no,Mindspace Malad,7.78,yellow,0.46,yes,yes,TRUE,Kandarpada,0.46,6km+,0,Dahisar,0.83,18.15,7,40,3,19.2530859,72.8528338,35,R/N Ward,Maharashtra,1,6/17/2022,6/17/2022,high,Kandarpada,place/neighbourhood,Kandarpada,2022,4/13/2022
Gandhi Market,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.63,blue,7.66,yes,no,FALSE,Dharavi,1.66,3-6km,6,King's Circle,0.43,6.15,68,55,6,19.0348858,72.8600112,10.99,F/N Ward,Maharashtra,1,6/12/2022,6/12/2022,medium,Gandhi Market Matunga,highway/bus_stop,Gandhi Market,2022,4/13/2022
"Ganpat Niketan Apartment, Khar West",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,2.94,blue,6.22,yes,no,FALSE,Bandra Colony,1.43,0-3km,7,Bandra Terminus,0.33,4.01,46,66,10,19.0626563,72.8381745,13.78,H/W Ward,Maharashtra,1,6/20/2022,6/20/2022,medium,Western Railway Employee Colony Bandra West,landuse/residential,Khar West,2022,4/13/2022
"Garden View Apartment, Aarey Milk Colony",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.83,red,1.93,yes,yes,TRUE,Goregaon (East),1.54,0-3km,11,Ram Mandir,2.23,7.38,14,19,0,19.1561292,72.8707223,24.45,P/S Ward,Maharashtra,1,6/16/2022,6/16/2022,high,Aarey Milk Colony,place/suburb,Aarey Milk Colony,2022,4/13/2022
"Gaurav Excellency, Mira Road",Mumbai,north,none,Kandarpada,no,Mindspace Malad,10.97,yellow,2.85,no,no,TRUE,Kashigaon,2.58,6km+,0,Mira Road,0,21.31,8,40,5,19.2816975,72.8560676,38.19,Mira,Maharashtra,1,6/24/2022,6/24/2022,medium,Mira Road,railway/station,Mira Road,2022,4/13/2022
"Gaurav Heights, Kandivali West",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.4,yellow,0.54,yes,yes,TRUE,Dahanukarwadi,0.54,0-3km,1,Kandivali,1.25,13.05,25,98,10,19.2055321,72.8399273,29.66,R/S Ward,Maharashtra,1,6/30/2022,6/30/2022,high,Kandivali West,place/suburb,Kandivali West,2022,4/13/2022
"Gemstar Symphony Apartment, Kandivali West",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.4,yellow,0.54,yes,yes,TRUE,Dahanukarwadi,0.54,0-3km,1,Kandivali,1.25,13.05,25,98,10,19.2055321,72.8399273,29.66,R/S Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Kandivali West,place/suburb,Kandivali West,2022,4/13/2022
Ghatkopar,Mumbai,east,operational,Ghatkopar L1,yes,Godrej One Vikhroli,2.53,blue,1.14,yes,yes,TRUE,Ghatkopar L1,1.14,0-3km,11,Ghatkopar,1.09,5.89,9,81,5,19.0842323,72.918635,18.39,N Ward,Maharashtra,1,6/23/2022,6/23/2022,high,Ghatkopar,place/suburb,Ghatkopar,2022,4/13/2022
Ghatkopar East,Mumbai,east,operational,Ghatkopar L1,yes,Godrej One Vikhroli,2.95,blue,0.58,yes,yes,TRUE,Ghatkopar L1,0.58,0-3km,11,Ghatkopar,0.49,5.25,12,88,6,19.0833438,72.9123246,17.99,N Ward,Maharashtra,5,4/29/2022,7/6/2022,high,Ghatkopar East,place/suburb,Ghatkopar East,2022,4/13/2022
Ghatkopar West,Mumbai,east,operational,Jagruti Nagar,yes,Hiranandani Business Park Powai,2.37,blue,0.44,yes,yes,TRUE,Jagruti Nagar,0.44,0-3km,12,Ghatkopar,0.59,4.4,14,87,12,19.0897439,72.9048035,18.3,Nityanand Nagar,Maharashtra,6,5/10/2022,6/12/2022,high,Ghatkopar West,place/suburb,Ghatkopar West,2022,4/13/2022
Ghatla,Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.34,blue,3.81,yes,no,FALSE,Diamond Garden,0.25,3-6km,5,VNP & RC Marg Junction,1.02,6.01,42,85,17,19.0526325,72.9040237,14.57,M/W Ward,Maharashtra,1,6/10/2022,6/10/2022,high,Ghatla Village,place/neighbourhood,Ghatla,2022,4/13/2022
"Godrej Central, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,6/23/2022,6/23/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Godrej Platinum, Vikhroli East",Mumbai,east,none,Ghatkopar L1,yes,Godrej One Vikhroli,1.55,blue,4.46,no,no,TRUE,Ghatkopar L1,4.46,0-3km,7,Vikhroli,1.02,8.2,13,21,4,19.1172592,72.9355194,22.46,S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Vikhroli East,place/suburb,Vikhroli East,2022,4/13/2022
"Godrej Prime, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,7/4/2022,7/4/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Godrej Serenity Mumbai, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,5/17/2022,5/17/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Godrej The Trees, Pirojshah Nagar",Mumbai,east,operational,Ghatkopar L1,yes,Godrej One Vikhroli,0.65,blue,2.34,yes,yes,TRUE,Ghatkopar L1,2.34,0-3km,10,Vikhroli,1.18,6.51,7,21,5,19.1016734,72.9236504,20.35,N Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Pirojsha Godrej Nagar,place/suburb,Pirojshah Nagar,2022,4/13/2022
"Godrej The Trees, Vikhroli East",Mumbai,east,none,Ghatkopar L1,yes,Godrej One Vikhroli,1.55,blue,4.46,no,no,TRUE,Ghatkopar L1,4.46,0-3km,7,Vikhroli,1.02,8.2,13,21,4,19.1172592,72.9355194,22.46,S Ward,Maharashtra,3,5/22/2022,6/30/2022,high,Vikhroli East,place/suburb,Vikhroli East,2022,4/13/2022
"Godrej Tranquil, Kandivali East",Mumbai,north,operational,Poisar,yes,Mindspace Malad,3.26,red,0.19,yes,yes,TRUE,Poisar,0.19,3-6km,1,Kandivali,1.15,12.79,14,67,10,19.2051958,72.8626165,29.76,R/S Ward,Maharashtra,2,6/12/2022,7/9/2022,high,Kandivali East,place/suburb,Kandivali East,2022,4/13/2022
"Godrej Tranquil, Lokhandwala Twp",Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,6/4/2022,6/4/2022,none,,,,2022,4/13/2022
"Gokul Accord, Thakur Complex",Mumbai,north,operational,Magathane,yes,Mindspace Malad,3.88,red,0.67,yes,yes,TRUE,Magathane,0.67,3-6km,0,Kandivali,1.54,13.47,6,59,12,19.2112442,72.8643107,30.45,R/S Ward,Maharashtra,1,5/25/2022,5/25/2022,medium,Thakur Complex,landuse/residential,Thakur Complex,2022,4/13/2022
"Gokul Apartment, Evershine Nagar",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,1.24,yellow,1.98,yes,yes,TRUE,Malad (West),0.68,0-3km,3,Malad,1.91,11.49,20,65,13,19.1888826,72.830571,27.81,P/N Ward,Maharashtra,2,7/7/2022,7/7/2022,low,Vimalachal Apartment,building/yes,Gokul Apartment Evershine Nagar,2022,4/13/2022
"Gokul Gagan, Thakur Village, Kandivali East",Mumbai,north,operational,Magathane,yes,Mindspace Malad,4.63,red,1.24,yes,yes,TRUE,Magathane,1.24,3-6km,0,Kandivali,2.62,13.36,5,24,7,19.2097189,72.8759248,30.42,R/S Ward,Maharashtra,1,5/13/2022,5/13/2022,high,Thakur Village,place/suburb,Thakur Village,2022,4/13/2022
"Gokul Regency Apartment, Thakur Complex",Mumbai,north,operational,Magathane,yes,Mindspace Malad,3.88,red,0.67,yes,yes,TRUE,Magathane,0.67,3-6km,0,Kandivali,1.54,13.47,6,59,12,19.2112442,72.8643107,30.45,R/S Ward,Maharashtra,1,5/25/2022,5/25/2022,medium,Thakur Complex,landuse/residential,Thakur Complex,2022,4/13/2022
Gokuldham,Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.56,red,1.01,yes,yes,TRUE,Aarey,1.01,0-3km,3,Goregaon,2.1,9.32,13,51,5,19.1738527,72.8670935,26.35,P/S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Gokuldham,place/neighbourhood,Gokuldham,2022,4/13/2022
Goregaon East,Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,2,6/23/2022,7/6/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
Goregaon West,Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.59,red,1.96,yes,yes,TRUE,Bangur Nagar,0.67,0-3km,6,Goregaon,0.89,8.45,17,42,8,19.1633281,72.8411995,24.97,P/S Ward,Maharashtra,12,5/10/2022,6/23/2022,high,Goregaon West,place/suburb,Goregaon West,2022,4/13/2022
Govandi Station Road,Mumbai,east,under_construction,Ghatkopar L1,yes,Godrej One Vikhroli,5.78,blue,4.26,yes,no,FALSE,Mankhurd,0.59,3-6km,3,Mankhurd,0.71,7.92,30,33,14,19.0528478,72.9270997,15.93,M/E Ward,Maharashtra,1,6/10/2022,6/10/2022,low,Lallubhai Police Station,amenity/police,Govandi Station Road,2022,4/13/2022
Grant Road,Mumbai,south,under_construction,Ghatkopar L1,yes,Nariman Point CBD,4.11,blue,16.8,yes,no,FALSE,Grant Road,0.23,3-6km,1,Grant Road,0,14.94,61,78,7,18.9633549,72.8158261,3.42,D Ward,Maharashtra,1,7/2/2022,7/2/2022,medium,Grant Road,railway/station,Grant Road,2022,4/13/2022
"Green Gate Apartment, Pali Hill",Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,4.07,blue,6.45,yes,no,FALSE,Bandra Colony,2.41,3-6km,6,Khar Road,1.42,4.7,38,48,7,19.0649126,72.8270326,14.05,H/W Ward,Maharashtra,1,6/20/2022,6/20/2022,high,Pali Hill,place/neighbourhood,Pali Hill,2022,4/13/2022
GREEN PARK,Mumbai,west,under_construction,Andheri (West),yes,Nirlon Knowledge Park,2.46,yellow,2.74,yes,no,FALSE,Oshiwara,0.95,0-3km,6,Ram Mandir,2.14,7.87,22,41,15,19.15374,72.8300248,23.91,P/S Ward,Maharashtra,1,5/18/2022,5/18/2022,medium,Green Park,landuse/residential,GREEN PARK,2022,4/13/2022
"Green Park Apartment, Millat Nagar",Mumbai,east,under_construction,Ghatkopar L1,no,Belapur CBD,6.95,blue,17.93,yes,no,FALSE,Sector-34,0.61,6km+,0,Taloje Panchanand,1.5,22.69,3,7,0,19.0697227,73.0777093,29.34,Taloja,Maharashtra,1,6/17/2022,6/17/2022,medium,Greenwoods Apartment,landuse/residential,Green Park Apartment,2022,4/13/2022
"Green Woods Chkala, Andheri East",Mumbai,west,operational,Western Express Highway,yes,SEEPZ Andheri East,0,blue,0.23,yes,yes,TRUE,Gundavali,0.18,0-3km,15,Andheri,0.92,3,36,92,5,19.1158835,72.854202,19.79,K/E Ward,Maharashtra,2,6/3/2022,6/29/2022,high,Andheri East,place/suburb,Andheri East,2022,4/13/2022
"Greenfields CHS, Andheri East",Mumbai,west,operational,Western Express Highway,yes,SEEPZ Andheri East,0,blue,0.23,yes,yes,TRUE,Gundavali,0.18,0-3km,15,Andheri,0.92,3,36,92,5,19.1158835,72.854202,19.79,K/E Ward,Maharashtra,1,7/4/2022,7/4/2022,high,Andheri East,place/suburb,Andheri East,2022,4/13/2022
"GSA Grandeur, Gokuldham",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.56,red,1.01,yes,yes,TRUE,Aarey,1.01,0-3km,3,Goregaon,2.1,9.32,13,51,5,19.1738527,72.8670935,26.35,P/S Ward,Maharashtra,1,6/20/2022,6/20/2022,high,Gokuldham,place/neighbourhood,Gokuldham,2022,4/13/2022
Gulmohar Road,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,1.87,blue,5.42,yes,no,FALSE,Bandra Kurla Complex (BKC),2.13,0-3km,7,Chuna Bhatti,0.35,4.41,23,37,3,19.0514994,72.8724288,13.12,L Ward,Maharashtra,2,5/23/2022,5/23/2022,low,Gulmohar Road,highway/tertiary,Gulmohar Road,2022,4/13/2022
"Hari Kunj II, Sindhi Society Chembur",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.05,blue,4.46,yes,no,FALSE,Chembur,0.54,3-6km,6,VNP & RC Marg Junction,0.58,5.16,29,82,8,19.0508747,72.8890543,13.68,M/W Ward,Maharashtra,1,5/31/2022,5/31/2022,high,Sindhi Society,place/neighbourhood,Sindhi Society Chembur,2022,4/13/2022
"HDIL Metropolis, 4 Bunglows",Mumbai,east,none,Poisar,yes,Wagle Estate Thane,2.65,red,11.42,no,no,TRUE,Azad Nagar Bus Stop,6.64,0-3km,13,Thane,0.81,15.18,30,118,13,19.1823295,72.9694662,30.53,Kopri,Maharashtra,2,6/3/2022,6/20/2022,medium,Twelve Bunglows,highway/bus_stop,4 Bunglows,2022,4/13/2022
"HDIL Metropolis, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,7/1/2022,7/1/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
"HDIL Premier Residences, Kurla West",Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,1.15,blue,3.64,yes,no,FALSE,Chembur,2.34,0-3km,10,Kurla,0.46,2.79,18,49,8,19.0686026,72.876583,15.07,L Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Kurla West,place/suburb,Kurla West,2022,4/13/2022
"Heena Gaurav Jewels, Gokuldham",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.56,red,1.01,yes,yes,TRUE,Aarey,1.01,0-3km,3,Goregaon,2.1,9.32,13,51,5,19.1738527,72.8670935,26.35,P/S Ward,Maharashtra,1,5/18/2022,5/18/2022,high,Gokuldham,place/neighbourhood,Gokuldham,2022,4/13/2022
"Highway Park Apartment, Kandivali East",Mumbai,north,operational,Poisar,yes,Mindspace Malad,3.26,red,0.19,yes,yes,TRUE,Poisar,0.19,3-6km,1,Kandivali,1.15,12.79,14,67,10,19.2051958,72.8626165,29.76,R/S Ward,Maharashtra,1,7/4/2022,7/4/2022,high,Kandivali East,place/suburb,Kandivali East,2022,4/13/2022
"Hill Road, Bandra West",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.85,blue,6.96,yes,no,FALSE,Bandra Colony,2.39,3-6km,6,Bandra,1.11,4.93,43,54,7,19.0583358,72.8302669,13.3,Mumbai,Maharashtra,1,7/9/2022,7/9/2022,high,Bandra West,place/suburb,Bandra West,2022,4/13/2022
"Hillcrest, Andheri East",Mumbai,west,operational,Western Express Highway,yes,SEEPZ Andheri East,0,blue,0.23,yes,yes,TRUE,Gundavali,0.18,0-3km,15,Andheri,0.92,3,36,92,5,19.1158835,72.854202,19.79,K/E Ward,Maharashtra,2,5/17/2022,6/29/2022,high,Andheri East,place/suburb,Hillcrest Andheri East,2022,4/13/2022
"Hillcrest, Chakala MIDC",Mumbai,east,operational,Western Express Highway,yes,SEEPZ Andheri East,0.8,blue,0.57,yes,yes,TRUE,Western Express Highway,0.57,0-3km,16,Andheri,1.69,2.8,29,68,3,19.1152873,72.8618085,19.82,K/E Ward,Maharashtra,1,6/17/2022,6/17/2022,high,Chakala,place/neighbourhood,Hillcrest Chakala MIDC,2022,4/13/2022
Hindu Colony,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,2.63,blue,9.76,yes,no,FALSE,Dadar,0.97,0-3km,5,Dadar,0.51,7.96,85,96,10,19.0200578,72.8475907,9.13,F/N Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Dadar Hindu Colony,place/neighbourhood,Hindu Colony,2022,4/13/2022
"Hiral Greens, Mira Road East",Mumbai,north,under_construction,Anand Nagar,no,Mindspace Malad,10.98,yellow,2.81,yes,no,FALSE,Kashigaon,2.3,6km+,0,Mira Road,0.27,21.27,9,41,6,19.2813896,72.858639,38.17,Mira,Maharashtra,1,5/26/2022,5/26/2022,medium,Mira Road Station East,highway/bus_stop,Mira Road East,2022,4/13/2022
"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,2,6/12/2022,6/12/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,3,5/23/2022,7/9/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Hiranandani Castle Rock, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,3,7/9/2022,7/9/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
Hiranandani Gardens,Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,1,6/6/2022,6/6/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Hiranandani Gardens Odyssey I, Hiranandani Gardens",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,1,6/16/2022,6/16/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,2,6/16/2022,7/6/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.91,blue,2.97,no,no,TRUE,Saki Naka,2.97,0-3km,15,Vikhroli,1.9,5.99,38,14,23,19.1183882,72.911464,21.51,S Ward,Maharashtra,1,6/20/2022,6/20/2022,high,Hiranandani Gardens,place/neighbourhood,Hiranandani Gardens,2022,4/13/2022
"Hiranandani Regent Hill, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,2,6/30/2022,6/30/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
"Hiranandani Verona Co op Housing Society Ltd, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
"holy complex ,Mira Road, Mumbai",Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,1.4,blue,5.34,yes,no,FALSE,Bandra Kurla Complex (BKC),1.65,0-3km,7,Chuna Bhatti,0.36,3.96,18,39,3,19.054999,72.8692035,13.4,,Maharashtra,1,7/4/2022,7/4/2022,medium,Mumbai,place/city,Mumbai,2022,4/13/2022
"Hubtown Gardenia, Mira Road",Mumbai,north,none,Kandarpada,no,Mindspace Malad,10.97,yellow,2.85,no,no,TRUE,Kashigaon,2.58,6km+,0,Mira Road,0,21.31,8,40,5,19.2816975,72.8560676,38.19,Mira,Maharashtra,1,6/7/2022,6/7/2022,medium,Mira Road,railway/station,Mira Road,2022,4/13/2022
"Hubtown Sunmist, Chakala",Mumbai,east,operational,Western Express Highway,yes,SEEPZ Andheri East,0.8,blue,0.57,yes,yes,TRUE,Western Express Highway,0.57,0-3km,16,Andheri,1.69,2.8,29,68,3,19.1152873,72.8618085,19.82,K/E Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Chakala,place/neighbourhood,Chakala,2022,4/13/2022
"Hudco Living Point, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,6/26/2022,6/26/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
IC Colony,Mumbai,north,operational,Mandapeshwar - I.C. Colony,no,Mindspace Malad,7.24,yellow,0.18,yes,yes,TRUE,Mandapeshwar - I.C. Colony,0.18,6km+,0,Dahisar,1.29,17.73,10,49,3,19.2488833,72.8473864,34.5,R/N Ward,Maharashtra,1,6/23/2022,6/23/2022,medium,IC Colony sector 8,landuse/residential,IC Colony,2022,4/13/2022
"Imperial Heights, Goregaon West",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.59,red,1.96,yes,yes,TRUE,Bangur Nagar,0.67,0-3km,6,Goregaon,0.89,8.45,17,42,8,19.1633281,72.8411995,24.97,P/S Ward,Maharashtra,1,6/30/2022,6/30/2022,high,Goregaon West,place/suburb,Goregaon West,2022,4/13/2022
in Andheri West,Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,6/15/2022,6/15/2022,high,Andheri West,place/suburb,in Andheri West,2022,4/13/2022
in Borivali East,Mumbai,north,operational,Devipada,yes,Mindspace Malad,5.22,red,0.39,yes,yes,TRUE,Devipada,0.39,3-6km,0,Borivali,0.55,15.19,8,106,14,19.2267228,72.8619328,32.14,R/C Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Borivali East,place/suburb,in Borivali East,2022,4/13/2022
in Borivali West,Mumbai,north,operational,Borivali (West),yes,Mindspace Malad,5.27,yellow,0,yes,yes,TRUE,Borivali (West),0,3-6km,0,Borivali,1.75,15.87,20,80,14,19.2313925,72.8408607,32.54,R/C Ward,Maharashtra,1,5/27/2022,5/27/2022,medium,Borivali (West),railway/station,in Borivali West,2022,4/13/2022
in Byculla,Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,3.11,blue,14.98,yes,no,FALSE,Mahalaxmi,0.57,3-6km,1,Byculla,0.51,13.3,51,61,5,18.9750879,72.8282502,4.1,E Ward,Maharashtra,1,4/29/2022,4/29/2022,high,Byculla West,place/suburb,in Byculla,2022,4/13/2022
in Kandivali West,Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.4,yellow,0.54,yes,yes,TRUE,Dahanukarwadi,0.54,0-3km,1,Kandivali,1.25,13.05,25,98,10,19.2055321,72.8399273,29.66,R/S Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Kandivali West,place/suburb,in Kandivali West,2022,4/13/2022
in Mahim West,Mumbai,south,under_construction,Asalpha,yes,Bandra Kurla Complex,3.66,blue,8.09,yes,no,FALSE,Shitala Devi Mandir,0.59,3-6km,7,Mahim Junction,0.21,5.92,65,72,9,19.0389719,72.8475766,11.21,G/N Ward,Maharashtra,1,4/28/2022,4/28/2022,low,Mahim Railway FOB,highway/construction,in Mahim West,2022,4/13/2022
in Matunga West,Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,3.48,blue,9,yes,no,FALSE,Shitala Devi Mandir,0.76,3-6km,6,Matunga Road,0.56,6.81,84,82,11,19.0317259,72.8433917,10.37,G/N Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Matunga West,place/suburb,in Matunga West,2022,4/13/2022
in Mira Road,Mumbai,north,none,Kandarpada,no,Mindspace Malad,10.97,yellow,2.85,no,no,TRUE,Kashigaon,2.58,6km+,0,Mira Road,0,21.31,8,40,5,19.2816975,72.8560676,38.19,Mira,Maharashtra,1,5/31/2022,5/31/2022,medium,Mira Road,railway/station,in Mira Road,2022,4/13/2022
in Santacruz East,Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.55,blue,4.04,yes,no,FALSE,Santacruz,1.18,3-6km,10,Santa Cruz,0.57,2.77,22,60,9,19.0844004,72.8372899,16.19,H/W Ward,Maharashtra,1,7/7/2022,7/7/2022,high,Santacruz West,place/suburb,in Santacruz East,2022,4/13/2022
in Sion,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.7,blue,6.63,yes,no,FALSE,Dharavi,1.69,0-3km,6,Sion,0.47,5.27,35,42,3,19.0428153,72.8653563,11.99,F/N Ward,Maharashtra,1,6/21/2022,6/21/2022,high,Sion East,place/suburb,in Sion,2022,4/13/2022
"India Bulls Sky Forest, Lower Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,0,blue,12.39,yes,no,FALSE,Worli,1.32,0-3km,3,Prabhadevi,0.77,10.28,50,55,8,19.0029881,72.8303219,7.16,G/S Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Lower Parel,place/suburb,Lower Parel,2022,4/13/2022
