locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
"Runwal Elina, Andheri East",Mumbai,west,operational,Western Express Highway,yes,SEEPZ Andheri East,0,blue,0.23,yes,yes,TRUE,Gundavali,0.18,0-3km,15,Andheri,0.92,3,36,92,5,19.1158835,72.854202,19.79,K/E Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Andheri East,place/suburb,Andheri East,2022,4/13/2022
"Runwal Forests, Kanjurmarg West",Mumbai,east,none,Jagruti Nagar,yes,Godrej One Vikhroli,3.52,blue,5.79,no,no,TRUE,Aarey JVLR,5.02,3-6km,6,Kanjur Marg,0.94,8.87,45,44,9,19.1363577,72.9317263,24.19,S Ward,Maharashtra,4,5/23/2022,7/9/2022,medium,Runwal Forest,landuse/residential,Runwal Forests,2022,4/13/2022
"Runwal Greens, Mulund West",Mumbai,east,none,Aarey,yes,Wagle Estate Thane,2.95,red,9.71,no,no,TRUE,Azad Nagar Bus Stop,8.29,0-3km,5,Mulund,0.58,12.99,43,86,17,19.1719717,72.9511956,28.64,T Ward,Maharashtra,1,7/9/2022,7/9/2022,high,Mulund West,place/suburb,Mulund West,2022,4/13/2022
"Ruparel Ariana, Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.42,blue,11.1,yes,no,FALSE,Siddhivinayak Temple,1.47,0-3km,3,Parel,0.52,9.34,64,73,5,19.0084268,72.842505,7.78,F/S Ward,Maharashtra,1,6/6/2022,6/6/2022,high,Parel,place/suburb,Parel,2022,4/13/2022
"Rustomjee Central Park, Chakala",Mumbai,east,operational,Western Express Highway,yes,SEEPZ Andheri East,0.8,blue,0.57,yes,yes,TRUE,Western Express Highway,0.57,0-3km,16,Andheri,1.69,2.8,29,68,3,19.1152873,72.8618085,19.82,K/E Ward,Maharashtra,1,6/3/2022,6/3/2022,high,Chakala,place/neighbourhood,Chakala,2022,4/13/2022
"Rustomjee Elanza, Mindspace",Mumbai,north,under_construction,Dindoshi,yes,Mindspace Malad,1.18,red,2.53,yes,no,FALSE,Lower Malad,0.33,0-3km,5,Malad,1.93,9.94,10,58,12,19.1754319,72.8346075,26.31,P/S Ward,Maharashtra,1,5/31/2022,5/31/2022,medium,Rustomjee Elanza,landuse/residential,Rustomjee Elanza Mindspace,2022,4/13/2022
"Rustomjee Elements, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,5/27/2022,5/27/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
"Rustomjee Regency, Gomant Nagar",Mumbai,east,operational,Airport Road,yes,MIDC Andheri East,0.88,blue,1.52,yes,yes,TRUE,SEEPZ,0.74,0-3km,18,Andheri,3.52,4.03,10,43,6,19.1227165,72.8798055,20.98,K/E Ward,Maharashtra,1,5/19/2022,5/19/2022,low,Nav Gomantak,amenity/restaurant,Gomant Nagar,2022,4/13/2022
"Rustomjee Seasons, Bandra East",Mumbai,south,under_construction,Chakala - J.B. Nagar,yes,Bandra Kurla Complex,1.78,blue,5.91,yes,no,FALSE,Bandra Kurla Complex (BKC),0.52,0-3km,7,Bandra Terminus,0.9,3.46,30,51,7,19.0616565,72.8498111,13.74,H/E Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Bandra East,place/suburb,Bandra East,2022,4/13/2022
"Saaga Mrunali CHS, Shantivan",Mumbai,east,none,Ghatkopar L1,no,Belapur CBD,14.41,blue,29.08,no,no,TRUE,Pendhar,9.94,6km+,0,Chikhale,5.96,33.78,1,0,0,19.0222244,73.1761645,37.01,,Maharashtra,1,7/7/2022,7/7/2022,high,Shantivan,place/village,Shantivan,2022,4/13/2022
"Sabari Ashville, Chembur East",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.56,blue,5.74,yes,no,FALSE,Shivaji Chowk (Chembur),1.79,3-6km,4,Bharat Petroleum,0.17,6.83,12,27,7,19.0366683,72.8947992,12.55,M/E Ward,Maharashtra,1,6/16/2022,6/16/2022,low,Brainwonders Chembur,healthcare/counselling,Chembur East,2022,4/13/2022
"Sabari Palm View, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,2,5/27/2022,7/6/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Safal Saraswati, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Safal Twins, Chembur",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.65,blue,3.7,yes,no,FALSE,Diamond Garden,0.53,3-6km,5,VNP & RC Marg Junction,0.46,5.39,32,81,13,19.054818,72.8979713,14.48,M/W Ward,Maharashtra,1,5/17/2022,5/17/2022,high,Chembur,place/suburb,Chembur,2022,4/13/2022
"Sai Aasha Daya, Mulund East",Mumbai,east,none,Jagruti Nagar,yes,Wagle Estate Thane,3.29,blue,10.66,no,no,TRUE,Azad Nagar Bus Stop,8.12,3-6km,13,Mulund,0.49,13.64,34,80,14,19.1704719,72.9610447,28.95,T Ward,Maharashtra,1,6/8/2022,6/8/2022,high,Mulund East,place/suburb,Mulund East,2022,4/13/2022
"Sai Palace Apartment, Vile Parle West",Mumbai,west,operational,Andheri L1,yes,SEEPZ Andheri East,1.98,blue,2.06,yes,yes,TRUE,CSMI Airport Domestic T1,1.78,0-3km,14,Vile Parle,0.59,2.83,35,90,9,19.103908,72.840301,18.37,K/W Ward,Maharashtra,1,6/12/2022,6/12/2022,high,Vile Parle West,place/suburb,Vile Parle West,2022,4/13/2022
"Sakhi, Kandivali West",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,2.4,yellow,0.54,yes,yes,TRUE,Dahanukarwadi,0.54,0-3km,1,Kandivali,1.25,13.05,25,98,10,19.2055321,72.8399273,29.66,R/S Ward,Maharashtra,1,6/30/2022,6/30/2022,high,Kandivali West,place/suburb,Sakhi Kandivali West,2022,4/13/2022
Saki Vihar Road,Mumbai,east,under_construction,Marol Naka L1,yes,Hiranandani Business Park Powai,2.72,blue,3.27,yes,no,FALSE,Aarey JVLR,1.32,0-3km,14,Kanjur Marg,3.32,5.91,6,5,4,19.1326946,72.8966869,22.5,S Ward,Maharashtra,1,7/7/2022,7/7/2022,low,Saki Vihar Road,highway/secondary,Saki Vihar Road,2022,4/13/2022
Sakinaka Junction,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,7/3/2022,7/3/2022,none,,,,2022,4/13/2022
"Salasar Garden, Beverly Park",Mumbai,north,under_construction,Anand Nagar,no,Mindspace Malad,11.76,yellow,3.3,yes,no,FALSE,Kashigaon,1.69,6km+,0,Mira Road,1.32,21.88,13,47,4,19.2868429,72.8673591,38.85,Mira,Maharashtra,1,6/12/2022,6/12/2022,medium,Beverly Park,highway/bus_stop,Beverly Park,2022,4/13/2022
"Salvation CHS, Dadar West",Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,2.47,blue,10.03,yes,no,FALSE,Dadar,0.11,0-3km,6,Dadar,0.71,7.81,71,75,9,19.0238887,72.8382236,9.47,G/N Ward,Maharashtra,3,6/27/2022,6/27/2022,high,Dadar West,place/suburb,Dadar West,2022,4/13/2022
"Samarth Garden, Bhandup West",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,4.09,blue,5.93,no,no,TRUE,Aarey JVLR,4.48,3-6km,6,Bhandup,1.4,8.83,41,40,6,19.1442447,72.9244247,24.69,S Ward,Maharashtra,1,6/23/2022,6/23/2022,high,Samarath Nagar,place/neighbourhood,Samarth Garden Bhandup West,2022,4/13/2022
"Samarth Srishti, Bhandup West",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,4.09,blue,5.93,no,no,TRUE,Aarey JVLR,4.48,3-6km,6,Bhandup,1.4,8.83,41,40,6,19.1442447,72.9244247,24.69,S Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Samarath Nagar,place/neighbourhood,Samarth Srishti Bhandup West,2022,4/13/2022
"Sanghvi Evana, Worli",Mumbai,south,under_construction,Western Express Highway,yes,Lower Parel Business District,1.63,blue,12.27,yes,no,FALSE,Worli,0.38,0-3km,4,Prabhadevi,1.95,9.92,31,22,6,19.0117388,72.8178706,8.32,G/S Ward,Maharashtra,1,5/14/2022,5/14/2022,high,Worli,place/suburb,Worli,2022,4/13/2022
"Sanjona Gulmarg Towers, Chembur East",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.56,blue,5.74,yes,no,FALSE,Shivaji Chowk (Chembur),1.79,3-6km,4,Bharat Petroleum,0.17,6.83,12,27,7,19.0366683,72.8947992,12.55,M/E Ward,Maharashtra,1,5/31/2022,5/31/2022,low,Brainwonders Chembur,healthcare/counselling,Chembur East,2022,4/13/2022
Santacruz East,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,4,6/25/2022,7/9/2022,none,,,,2022,4/13/2022
Santacruz West,Mumbai,west,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.55,blue,4.04,yes,no,FALSE,Santacruz,1.18,3-6km,10,Santa Cruz,0.57,2.77,22,60,9,19.0844004,72.8372899,16.19,H/W Ward,Maharashtra,7,6/7/2022,6/22/2022,high,Santacruz West,place/suburb,Santacruz West,2022,4/13/2022
"Sapphire Heights, Lokhandwala Twp",Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,6/22/2022,6/22/2022,none,,,,2022,4/13/2022
"Saraswati Sadan, Parel",Mumbai,south,under_construction,Ghatkopar L1,yes,Lower Parel Business District,1.42,blue,11.1,yes,no,FALSE,Siddhivinayak Temple,1.47,0-3km,3,Parel,0.52,9.34,64,73,5,19.0084268,72.842505,7.78,F/S Ward,Maharashtra,1,6/23/2022,6/23/2022,high,Parel,place/suburb,Parel,2022,4/13/2022
"Satyam Springs, Deonar",Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,4.68,blue,4.36,yes,no,FALSE,Shivaji Chowk (Chembur),0.19,3-6km,5,VNP & RC Marg Junction,1.28,6.49,36,79,15,19.0475502,72.9051895,14.14,M/W Ward,Maharashtra,1,6/2/2022,6/2/2022,high,Deonar,place/suburb,Deonar,2022,4/13/2022
"Sejal Tower, Goregaon West",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.59,red,1.96,yes,yes,TRUE,Bangur Nagar,0.67,0-3km,6,Goregaon,0.89,8.45,17,42,8,19.1633281,72.8411995,24.97,P/S Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Goregaon West,place/suburb,Goregaon West,2022,4/13/2022
Serenity Complex,Mumbai,west,operational,Andheri (West),yes,Nirlon Knowledge Park,2.2,yellow,2.15,yes,yes,TRUE,Oshiwara,0.26,0-3km,12,Ram Mandir,1.77,7.17,25,52,17,19.1483881,72.8335529,23.31,K/W Ward,Maharashtra,1,4/28/2022,4/28/2022,medium,Serenity Complex,landuse/residential,Serenity Complex,2022,4/13/2022
"Sethia Grandeur, Bandra East",Mumbai,south,under_construction,Chakala - J.B. Nagar,yes,Bandra Kurla Complex,1.78,blue,5.91,yes,no,FALSE,Bandra Kurla Complex (BKC),0.52,0-3km,7,Bandra Terminus,0.9,3.46,30,51,7,19.0616565,72.8498111,13.74,H/E Ward,Maharashtra,2,5/27/2022,7/6/2022,high,Bandra East,place/suburb,Bandra East,2022,4/13/2022
"Sethia Kalpavruksh Heights, Irani Wada",Mumbai,north,operational,Dahanukarwadi,yes,Mindspace Malad,1.81,yellow,1.01,yes,yes,TRUE,Valnai-Meeth Chowky,0.96,0-3km,1,Kandivali,1.09,12.44,27,102,11,19.2002901,72.8421432,29.09,R/S Ward,Maharashtra,1,7/4/2022,7/4/2022,low,Irani Wadi Road,highway/residential,Irani Wada,2022,4/13/2022
Seven Bungalows,Mumbai,west,operational,Versova,yes,SEEPZ Andheri East,3.78,blue,0.05,yes,yes,TRUE,Versova,0.05,3-6km,9,Andheri,2.86,6.2,27,57,18,19.1297617,72.8213781,21.29,K/W Ward,Maharashtra,6,6/20/2022,7/9/2022,high,Seven Bungalows,place/neighbourhood,Seven Bungalows,2022,4/13/2022
shabri shan,Mumbai,east,none,Ghatkopar L1,yes,Vashi Business District,1.81,blue,10.14,no,no,TRUE,Pethpada,8.17,0-3km,9,Koparkhairne,1.69,14.88,23,33,12,19.0894691,73.0044869,24.43,Kopar Khairne,Maharashtra,1,6/13/2022,6/13/2022,medium,Shabi Complex,landuse/residential,shabri shan,2022,4/13/2022
"Shaheen Apartment, Andheri West",Mumbai,west,operational,Azad Nagar,yes,SEEPZ Andheri East,2.13,blue,1.14,yes,yes,TRUE,Azad Nagar,1.14,0-3km,13,Andheri,1.34,4.28,33,91,15,19.1172495,72.833968,19.84,K/W Ward,Maharashtra,1,5/16/2022,5/16/2022,high,Andheri West,place/suburb,Andheri West,2022,4/13/2022
shanti kutir tunga village powai,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,4/29/2022,4/29/2022,none,,,,2022,4/13/2022
"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,east,operational,Saki Naka,yes,Hiranandani Business Park Powai,1.44,blue,0.93,yes,yes,TRUE,Saki Naka,0.93,0-3km,19,Ghatkopar,2.98,3.94,14,36,13,19.1091482,72.8945793,19.94,L Ward,Maharashtra,6,5/19/2022,7/9/2022,high,Chandivali,place/suburb,Chandivali,2022,4/13/2022
Sher E Punjab Society,Mumbai,north,operational,Western Express Highway,yes,SEEPZ Andheri East,1.59,blue,1.47,yes,yes,TRUE,Mogra,0.77,0-3km,16,Jogeshwari (Western Line),1.73,4.17,14,71,3,19.1276887,72.8627819,21.2,K/E Ward,Maharashtra,2,5/14/2022,5/31/2022,high,Sher e Punjab Colony,place/neighbourhood,Sher E Punjab Society,2022,4/13/2022
"Sheth Auris Serinity, Malad West",Mumbai,north,operational,Kurar,yes,Mindspace Malad,0,red,1.85,yes,yes,TRUE,Malad (West),0.58,0-3km,3,Malad,0.83,10.68,24,94,13,19.1840129,72.8412155,27.27,P/N Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Malad West,place/suburb,Malad West,2022,4/13/2022
"Sheth Beaumonte, Sion Koliwada",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.94,blue,6.88,yes,no,FALSE,Dharavi,1.64,0-3km,6,Guru Tegh Bahadur Nagar,0.3,5.5,41,45,5,19.0407302,72.8642303,11.73,F/N Ward,Maharashtra,1,6/16/2022,6/16/2022,high,Sion Koliwada,place/neighbourhood,Sion Koliwada,2022,4/13/2022
"Sheth Montana, Mulund West",Mumbai,east,none,Aarey,yes,Wagle Estate Thane,2.95,red,9.71,no,no,TRUE,Azad Nagar Bus Stop,8.29,0-3km,5,Mulund,0.58,12.99,43,86,17,19.1719717,72.9511956,28.64,T Ward,Maharashtra,2,5/14/2022,7/9/2022,high,Mulund West,place/suburb,Mulund West,2022,4/13/2022
Shilphata,Mumbai,east,none,Ghatkopar L1,yes,Millennium Business Park Mahape,4.77,blue,15.79,no,no,TRUE,Sector-34,8.71,3-6km,9,Nilaje,3.83,20.1,1,0,0,19.1440528,73.0455731,31.76,Shill Phata,Maharashtra,1,5/19/2022,5/19/2022,medium,Shil Phata,highway/bus_stop,Shilphata,2022,4/13/2022
"Shimpla Vighnaharta CHS, Seven Bungalows",Mumbai,west,operational,Versova,yes,SEEPZ Andheri East,3.78,blue,0.05,yes,yes,TRUE,Versova,0.05,3-6km,9,Andheri,2.86,6.2,27,57,18,19.1297617,72.8213781,21.29,K/W Ward,Maharashtra,1,6/16/2022,6/16/2022,high,Seven Bungalows,place/neighbourhood,Seven Bungalows,2022,4/13/2022
"Shiv Bhagtani Manor 3A, Powai",Mumbai,east,none,Saki Naka,yes,Hiranandani Business Park Powai,0.89,blue,2.65,no,no,TRUE,Saki Naka,2.65,0-3km,16,Vikhroli,2.32,5.65,23,17,20,19.1187195,72.9073476,21.39,S Ward,Maharashtra,1,7/6/2022,7/6/2022,high,Powai,place/suburb,Powai,2022,4/13/2022
"Shiv Dham Apartment, Goregaon East",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,1.62,red,0.37,yes,yes,TRUE,Aarey,0.37,0-3km,5,Goregaon,0.77,8.83,14,72,6,19.1692623,72.8552548,25.71,P/S Ward,Maharashtra,1,6/4/2022,6/4/2022,high,Goregaon East,place/suburb,Goregaon East,2022,4/13/2022
"Shiv Ganga Apartment, Malad West",Mumbai,north,operational,Kurar,yes,Mindspace Malad,0,red,1.85,yes,yes,TRUE,Malad (West),0.58,0-3km,3,Malad,0.83,10.68,24,94,13,19.1840129,72.8412155,27.27,P/N Ward,Maharashtra,1,6/30/2022,6/30/2022,high,Malad West,place/suburb,Malad West,2022,4/13/2022
Shivaji Park,Mumbai,south,under_construction,Asalpha,yes,Lower Parel Business District,3.01,blue,9.54,yes,no,FALSE,Dadar,0.57,3-6km,6,Matunga Road,0.8,7.27,72,73,11,19.0287453,72.8391613,10.01,G/N Ward,Maharashtra,2,5/23/2022,5/27/2022,high,Shivaji Park,place/neighbourhood,Shivaji Park,2022,4/13/2022
shivsagar,Mumbai,east,operational,Marol Naka L1,yes,MIDC Andheri East,1.93,blue,1.08,yes,yes,TRUE,CSMI Airport International T2,0.26,0-3km,20,Vile Parle,3.14,1.59,10,33,6,19.1000164,72.8739181,18.38,K/E Ward,Maharashtra,1,5/4/2022,5/4/2022,low,Shivsagar,amenity/restaurant,shivsagar,2022,4/13/2022
"Shree Sai Usha Complex, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,6/28/2022,6/28/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
"Shreenath nagar, Morya Nagar",Mumbai,east,none,Anand Nagar,no,Wagle Estate Thane,6.98,yellow,9.52,no,no,TRUE,Azad Nagar Bus Stop,3.37,6km+,2,Kharbhav,5.05,21.42,8,12,5,19.2610829,72.9569184,38.04,Anand Nagar,Maharashtra,1,6/20/2022,6/20/2022,medium,KIPL Morya,landuse/residential,Shreenath nagar Morya Nagar,2022,4/13/2022
Shri Swami Samarth Nagar,Mumbai,west,operational,Versova,yes,Nirlon Knowledge Park,3.39,blue,1.1,yes,yes,TRUE,Lower Oshiwara,0.67,3-6km,9,Jogeshwari (Western Line),2.49,6.73,32,68,20,19.1393123,72.8255143,22.32,K/W Ward,Maharashtra,1,5/31/2022,5/31/2022,medium,Swami Samarth Nagar,highway/bus_stop,Shri Swami Samarth Nagar,2022,4/13/2022
Shrikrupa Society,Mumbai,east,none,Ghatkopar L1,yes,Vashi Business District,0.74,blue,9.65,no,no,TRUE,Mandale,7.3,0-3km,9,Sanpada,1.97,14.41,22,26,13,19.0809993,72.9996683,23.41,Vashi,Maharashtra,1,4/29/2022,4/29/2022,medium,Shivkrupa CO-OP Housing Society,landuse/residential,Shrikrupa Society,2022,4/13/2022
"Siddhivinayak, Bandra West",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.85,blue,6.96,yes,no,FALSE,Bandra Colony,2.39,3-6km,6,Bandra,1.11,4.93,43,54,7,19.0583358,72.8302669,13.3,Mumbai,Maharashtra,1,6/20/2022,6/20/2022,high,Bandra West,place/suburb,Bandra West,2022,4/13/2022
"simla house at nepeasea road, Napean Sea Road",Mumbai,south,under_construction,Ghatkopar L1,yes,Nariman Point CBD,4.47,blue,17.29,yes,no,FALSE,Grant Road,1.17,3-6km,1,Grant Road,0.94,15.2,50,61,5,18.9641018,72.8069141,4.11,D Ward,Maharashtra,1,6/24/2022,6/24/2022,low,Laxmibai Jagmohandas Marg,highway/secondary,Napean Sea Road,2022,4/13/2022
Sindhi Society Chembur,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.05,blue,4.46,yes,no,FALSE,Chembur,0.54,3-6km,6,VNP & RC Marg Junction,0.58,5.16,29,82,8,19.0508747,72.8890543,13.68,M/W Ward,Maharashtra,2,5/31/2022,6/30/2022,high,Sindhi Society,place/neighbourhood,Sindhi Society Chembur,2022,4/13/2022
"Sindhi Society, Chembur",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.05,blue,4.46,yes,no,FALSE,Chembur,0.54,3-6km,6,VNP & RC Marg Junction,0.58,5.16,29,82,8,19.0508747,72.8890543,13.68,M/W Ward,Maharashtra,1,5/26/2022,5/26/2022,high,Sindhi Society,place/neighbourhood,Sindhi Society Chembur,2022,4/13/2022
Sion,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.7,blue,6.63,yes,no,FALSE,Dharavi,1.69,0-3km,6,Sion,0.47,5.27,35,42,3,19.0428153,72.8653563,11.99,F/N Ward,Maharashtra,3,5/27/2022,6/29/2022,high,Sion East,place/suburb,Sion,2022,4/13/2022
Sion East,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.7,blue,6.63,yes,no,FALSE,Dharavi,1.69,0-3km,6,Sion,0.47,5.27,35,42,3,19.0428153,72.8653563,11.99,F/N Ward,Maharashtra,2,5/23/2022,6/17/2022,high,Sion East,place/suburb,Sion East,2022,4/13/2022
"Sion East, Sion",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.7,blue,6.63,yes,no,FALSE,Dharavi,1.69,0-3km,6,Sion,0.47,5.27,35,42,3,19.0428153,72.8653563,11.99,F/N Ward,Maharashtra,2,6/12/2022,7/8/2022,high,Sion East,place/suburb,Sion East Sion,2022,4/13/2022
"Sion East, Sion Koliwada",Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,2.94,blue,6.88,yes,no,FALSE,Dharavi,1.64,0-3km,6,Guru Tegh Bahadur Nagar,0.3,5.5,41,45,5,19.0407302,72.8642303,11.73,F/N Ward,Maharashtra,1,6/27/2022,6/27/2022,high,Sion Koliwada,place/neighbourhood,Sion East Sion Koliwada,2022,4/13/2022
Sion Hospital Colony,Mumbai,south,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,3.67,blue,7.79,yes,no,FALSE,Dharavi,1.55,3-6km,6,King's Circle,0.36,6.17,76,67,6,19.0348427,72.8582305,10.95,F/N Ward,Maharashtra,1,6/2/2022,6/2/2022,low,Sion Hospital,amenity/hospital,Sion Hospital Colony,2022,4/13/2022
Sion Trombay Road,Mumbai,east,under_construction,Ghatkopar L1,yes,Bandra Kurla Complex,5.29,blue,4.56,yes,no,FALSE,Shivaji Chowk (Chembur),0.46,3-6km,4,Govandi,1.16,7.04,33,54,15,19.0457837,72.9106688,14.29,M/E Ward,Maharashtra,1,6/30/2022,6/30/2022,low,Sion Panvel Highway,highway/trunk,Sion Trombay Road,2022,4/13/2022
"SK Imperial Heights, Mira Road East",Mumbai,north,under_construction,Andheri (West),yes,Nirlon Knowledge Park,1.42,yellow,2.69,yes,no,FALSE,Oshiwara,0.92,0-3km,11,Ram Mandir,1.05,7.26,25,61,15,19.151865,72.8402228,23.7,P/S Ward,Maharashtra,1,5/26/2022,5/26/2022,medium,Imperial Heights,landuse/residential,SK Imperial Heights,2022,4/13/2022
"Sky Villa, Gokuldham",Mumbai,north,operational,Aarey,yes,Nirlon Knowledge Park,2.56,red,1.01,yes,yes,TRUE,Aarey,1.01,0-3km,3,Goregaon,2.1,9.32,13,51,5,19.1738527,72.8670935,26.35,P/S Ward,Maharashtra,1,5/18/2022,5/18/2022,high,Gokuldham,place/neighbourhood,Gokuldham,2022,4/13/2022
"Smoky Hill Apartment, Bandra West",Mumbai,south,under_construction,Western Express Highway,yes,Bandra Kurla Complex,3.85,blue,6.96,yes,no,FALSE,Bandra Colony,2.39,3-6km,6,Bandra,1.11,4.93,43,54,7,19.0583358,72.8302669,13.3,Mumbai,Maharashtra,1,5/31/2022,5/31/2022,high,Bandra West,place/suburb,Bandra West,2022,4/13/2022
"Sonal Apartment, Bhandari Compound",Mumbai,south,under_construction,Ghatkopar L1,yes,Nariman Point CBD,4.02,blue,16.34,yes,no,FALSE,Grant Road,0.61,3-6km,1,Grant Road,0.84,14.7,63,89,7,18.9632231,72.8238048,2.98,D Ward,Maharashtra,1,7/4/2022,7/4/2022,medium,Sonawala Apartment,landuse/residential,Sonal Apartment,2022,4/13/2022
"spring grove uno, Lokhandwala Twp",Mumbai,north,operational,Akurli,yes,Mindspace Malad,3.21,red,0.95,yes,yes,TRUE,Akurli,0.95,3-6km,2,Kandivali,2.05,11.77,9,38,8,19.195798,72.869151,28.8,R/S Ward,Maharashtra,1,6/16/2022,6/16/2022,medium,Spring Grove Uno,landuse/residential,spring grove uno,2022,4/13/2022
"Spring Leaf, Lokhandwala Twp",Mumbai,west,operational,Versova,yes,SEEPZ Andheri East,4.1,blue,0.39,yes,yes,TRUE,Versova,0.39,3-6km,8,Andheri,3.19,6.43,22,50,14,19.1292005,72.8178028,21.25,K/W Ward,Maharashtra,1,5/13/2022,5/13/2022,medium,Spring Leaf,landuse/residential,Spring Leaf,2022,4/13/2022
sra,Mumbai,east,none,Jagruti Nagar,yes,Wagle Estate Thane,3.83,blue,10.12,no,no,TRUE,Azad Nagar Bus Stop,8.72,3-6km,12,Mulund,0.85,13.18,33,67,10,19.1651611,72.9600894,28.38,T Ward,Maharashtra,1,5/5/2022,5/5/2022,medium,SRA Building,landuse/residential,sra,2022,4/13/2022
Srinagarchs chembur west near sankralyammandir,Mumbai,unknown,unknown,unknown,unknown,unknown,,unknown,,unknown,unknown,,unknown,,unknown,,unknown,,,,,,,,,,,1,5/18/2022,5/18/2022,none,,,,2022,4/13/2022
Srishti Complex,Mumbai,north,operational,Anand Nagar,no,Mindspace Malad,10.11,yellow,1.58,yes,yes,TRUE,Miragaon,1.28,6km+,0,Mira Road,1.75,20.14,10,29,7,19.2712357,72.8685277,37.13,Kashimira,Maharashtra,1,6/10/2022,6/10/2022,medium,Srishti Complex Sector 2,landuse/residential,Srishti Complex,2022,4/13/2022
"Srishti Elegance, Bhandup West",Mumbai,east,none,Saki Naka,yes,Godrej One Vikhroli,4.64,blue,6.78,no,no,TRUE,Aarey JVLR,5.5,3-6km,6,Bhandup,0.55,9.73,20,42,4,19.1462636,72.9339461,25.29,S Ward,Maharashtra,1,6/23/2022,6/23/2022,high,Bhandup West,place/suburb,Bhandup West,2022,4/13/2022
